StartTime,Dur,Proto,SrcAddr,Sport,Dir,DstAddr,Dport,State,sTos,dTos,TotPkts,TotBytes,SrcBytes,Label
2011-08-10 09:47:08.400,1.1549389827069452,tcp,147.32.84.117,11092,->,147.32.84.3,80,FSPA_SRPA,0,0,17,10980.126591144588,7449.188350154818,Flow
2011-08-10 09:47:08.600,6.659390086243487,icmp,147.32.84.118,55484,->,147.32.84.4,80,FSPA_SRPA,0,0,16,16083.830908918648,7073.772561789292,Flow
2011-08-10 09:47:08.800,1.8482515690667447,udp,147.32.84.119,36254,->,147.32.84.5,80,S_,0,0,18,4504.238061558944,1841.1775147577741,Flow
2011-08-10 09:47:09.000,29.828943574873342,tcp,147.32.84.100,47442,->,147.32.84.1,53,S_,0,0,22,11414.51870309374,4885.065620553205,Flow
2011-08-10 09:47:09.200,14.645517875685611,tcp,147.32.84.101,27230,->,147.32.84.2,80,PA_,0,0,16,2465.739773013456,1114.1936125572713,Flow
2011-08-10 09:47:09.400,6.028282018769515,tcp,147.32.84.102,63668,->,147.32.84.3,80,FA_,0,0,11,10705.976131992202,6419.115256296168,Flow
2011-08-10 09:47:09.600,0.9860209870717433,udp,147.32.84.103,1311,->,147.32.84.4,443,S_,0,0,11,15613.00617409647,8364.86701003252,Flow
2011-08-10 09:47:09.800,5.588325256155306,tcp,147.32.84.104,23361,->,147.32.84.5,53,PA_,0,0,16,19496.88809016624,9133.264244790527,Flow
2011-08-10 09:47:10.000,5.900713197761971,tcp,147.32.84.105,21690,->,147.32.84.1,80,SR_,0,0,9,12821.164839570254,6245.921214441092,Flow
2011-08-10 09:47:10.200,19.619136759366114,tcp,147.32.84.106,52083,->,147.32.84.2,443,PA_,0,0,14,17422.50011540306,8457.958790583662,Flow
2011-08-10 09:47:10.400,15.224340383890299,tcp,147.32.84.107,2185,->,147.32.84.3,80,PA_,0,0,10,12578.533454509823,9889.285106754469,Flow
2011-08-10 09:47:10.600,32.73477868602272,udp,147.32.84.108,50305,->,147.32.84.4,443,FSPA_SRPA,0,0,10,8697.393647383942,3622.4513560908536,Flow
2011-08-10 09:47:10.800,9.586992000644646,tcp,147.32.84.109,56513,->,147.32.84.5,443,FA_,0,0,6,4724.881360397047,3350.0863170129737,Flow
2011-08-10 09:47:11.000,1.9115859042325285,udp,147.32.84.110,36155,->,147.32.84.1,443,FSPA_SRPA,0,0,6,3786.785735599484,2476.9570694678,Flow
2011-08-10 09:47:11.200,18.73789516474899,icmp,147.32.84.111,25559,->,147.32.84.2,80,FSPA_SRPA,0,0,8,9648.483787872387,2921.416190743824,Flow
2011-08-10 09:47:11.400,21.456891296152964,tcp,147.32.84.112,33552,->,147.32.84.3,80,FSPA_SRPA,0,0,4,1272.6655469604893,1013.7902415225591,Flow
2011-08-10 09:47:11.600,12.359312423287431,tcp,147.32.84.113,39775,->,147.32.84.4,80,FSPA_SRPA,0,0,15,2137.3497373586056,1449.5926662832703,Flow
2011-08-10 09:47:11.800,22.109349500820468,tcp,147.32.84.114,17551,->,147.32.84.5,443,FSPA_SRPA,0,0,6,8323.558658806838,5337.272179476688,Flow
2011-08-10 09:47:12.000,10.213220972654169,udp,147.32.84.115,41999,->,147.32.84.1,80,S_,0,0,3,207.8230396321619,104.46481828333668,Flow
2011-08-10 09:47:12.200,11.096182581659004,tcp,147.32.84.116,24877,->,147.32.84.2,53,PA_,0,0,20,28553.074666773784,16492.300026528712,Flow
2011-08-10 09:47:12.400,8.36821290862641,tcp,147.32.84.117,15782,->,147.32.84.3,6667,FSPA_SRPA,0,0,8,8651.834434750217,3691.179258652989,Flow
2011-08-10 09:47:12.600,0.3872166098517059,udp,147.32.84.118,1268,->,147.32.84.4,6667,S_,0,0,2,1045.1689837963347,332.09377238778154,Flow
2011-08-10 09:47:12.800,1.7135115278779876,tcp,147.32.84.119,51102,->,147.32.84.5,8080,PA_,0,0,12,12457.878011381868,8944.891321311105,Flow
2011-08-10 09:47:13.000,0.4800052193958073,udp,147.32.84.100,4202,->,147.32.84.1,443,PA_,0,0,18,21703.56694974788,16239.525698934434,Flow
2011-08-10 09:47:13.200,15.176943263913241,tcp,147.32.84.101,32855,->,147.32.84.2,22,FSPA_SRPA,0,0,14,5691.356022198904,2169.745924722143,Flow
2011-08-10 09:47:13.400,5.661950631926498,tcp,147.32.84.102,3200,->,147.32.84.3,80,FA_,0,0,12,13682.044486299557,9488.88160417715,Flow
2011-08-10 09:47:13.600,10.65755765701285,tcp,147.32.84.103,38794,->,147.32.84.4,443,FSPA_SRPA,0,0,19,22551.099933718564,15122.233980819346,Flow
2011-08-10 09:47:13.800,35.71998294768963,udp,147.32.84.104,34678,->,147.32.84.5,443,FSPA_SRPA,0,0,4,1648.3962546199289,641.5352189406157,Flow
2011-08-10 09:47:14.000,4.302082344749476,tcp,147.32.84.105,58708,->,147.32.84.1,443,FSPA_SRPA,0,0,4,490.11676284666004,250.40771245071844,Flow
2011-08-10 09:47:14.200,7.92522962324009,udp,147.32.84.106,27651,->,147.32.84.2,53,S_,0,0,18,6281.184766375878,3212.065736016718,Flow
2011-08-10 09:47:14.400,21.132237213078753,udp,147.32.84.107,53574,->,147.32.84.3,80,PA_,0,0,1,344.10238680959463,233.98347362928803,Flow
2011-08-10 09:47:14.600,3.8980773537609106,tcp,147.32.84.108,47513,->,147.32.84.4,80,FSPA_SRPA,0,0,9,1395.6810662607709,1003.2580529474753,Flow
2011-08-10 09:47:14.800,1.2025641782526453,icmp,147.32.84.109,45934,->,147.32.84.5,6667,FSPA_SRPA,0,0,6,6465.0378538719215,2245.873729861836,Flow
2011-08-10 09:47:15.000,5.133104558305856,tcp,147.32.84.110,25905,->,147.32.84.1,80,PA_,0,0,20,11888.899890878756,6913.212404973964,Flow
2011-08-10 09:47:15.200,2.6381253775009426,tcp,147.32.84.111,59275,->,147.32.84.2,443,PA_,0,0,6,7791.618538593517,5305.112416786479,Flow
2011-08-10 09:47:15.400,39.825251288209365,tcp,147.32.84.112,36446,->,147.32.84.3,6667,FSPA_SRPA,0,0,8,3328.246908068797,2306.792279345706,Flow
2011-08-10 09:47:15.600,24.764306207268543,udp,147.32.84.113,13008,->,147.32.84.4,443,S_,0,0,18,12540.817844630976,4690.225269422644,Flow
2011-08-10 09:47:15.800,15.053412857807965,tcp,147.32.84.114,24800,->,147.32.84.5,443,SR_,0,0,6,5736.409984690566,3228.1794704954,Flow
2011-08-10 09:47:16.000,30.773795957812197,tcp,147.32.84.115,62410,->,147.32.84.1,80,FSPA_SRPA,0,0,24,30934.58567380325,22544.487338287432,Flow
2011-08-10 09:47:16.200,24.42053411110835,tcp,147.32.84.116,18779,->,147.32.84.2,80,PA_,0,0,13,10352.823752188415,4754.630468249212,Flow
2011-08-10 09:47:16.400,3.098432145379586,tcp,147.32.84.117,8159,->,147.32.84.3,8080,FSPA_SRPA,0,0,24,14050.569130226075,7201.737927361591,Flow
2011-08-10 09:47:16.600,33.463201078533416,tcp,147.32.84.118,1344,->,147.32.84.4,443,S_,0,0,4,5097.412198187698,3579.2971031572683,Flow
2011-08-10 09:47:16.800,11.627498529492579,udp,147.32.84.119,38446,->,147.32.84.5,443,FSPA_SRPA,0,0,9,4473.936079775139,1541.9857381586785,Flow
2011-08-10 09:47:17.000,24.711224369553495,udp,147.32.84.100,29659,->,147.32.84.1,80,FSPA_SRPA,0,0,12,2098.5058162449204,1531.3775788012274,Flow
2011-08-10 09:47:17.200,33.96463973929347,tcp,147.32.84.101,22708,->,147.32.84.2,80,S_,0,0,13,8908.624167095835,4058.5763733398894,Flow
2011-08-10 09:47:17.400,5.741960746274777,icmp,147.32.84.102,56937,->,147.32.84.3,6667,S_,0,0,15,17399.85383806795,5232.573799772654,Flow
2011-08-10 09:47:17.600,1.7498824018577623,tcp,147.32.84.103,24262,->,147.32.84.4,443,FSPA_SRPA,0,0,3,320.9101233837547,133.84505708086164,Flow
2011-08-10 09:47:17.800,3.8813011920907203,icmp,147.32.84.104,22913,->,147.32.84.5,443,FSPA_SRPA,0,0,9,7937.024526049235,2736.2917487571503,Flow
2011-08-10 09:47:18.000,8.356865391229215,tcp,147.32.84.105,31337,->,147.32.84.1,80,FSPA_SRPA,0,0,6,5363.230870464129,1856.7100537228457,Flow
2011-08-10 09:47:18.200,25.55844589958418,tcp,147.32.84.106,33559,->,147.32.84.2,22,PA_,0,0,4,5440.9772069784985,3517.1448809185767,Flow
2011-08-10 09:47:18.400,29.5711745781975,tcp,147.32.84.107,49923,->,147.32.84.3,6667,S_,0,0,4,1855.6195389378017,755.2151963224214,Flow
2011-08-10 09:47:18.600,0.10564613772475971,udp,147.32.84.108,59499,->,147.32.84.4,443,PA_,0,0,21,9518.37415288477,7304.126019548702,Flow
2011-08-10 09:47:18.800,10.724142390078336,tcp,147.32.84.109,11794,->,147.32.84.5,80,PA_,0,0,15,10183.72765905286,5684.7836044602955,Flow
2011-08-10 09:47:19.000,8.105099813780068,tcp,147.32.84.110,40345,->,147.32.84.1,443,S_,0,0,4,2249.0128098169407,1192.0872809026177,Flow
2011-08-10 09:47:19.200,3.7685100741373674,tcp,147.32.84.111,21450,->,147.32.84.2,53,PA_,0,0,7,7643.571770200102,3952.8101511253967,Flow
2011-08-10 09:47:19.400,1.916205873184702,tcp,147.32.84.112,45351,->,147.32.84.3,443,PA_,0,0,5,4799.4294983782165,3101.841623539551,Flow
2011-08-10 09:47:19.600,6.179628697936487,tcp,147.32.84.113,42801,->,147.32.84.4,8080,PA_,0,0,5,5617.268844585738,2955.4214161207938,Flow
2011-08-10 09:47:19.800,42.947816840367246,tcp,147.32.84.114,47274,->,147.32.84.5,443,FA_,0,0,10,12087.783405133701,4403.581647476689,Flow
2011-08-10 09:47:20.000,5.8567570432221165,udp,147.32.84.115,8522,->,147.32.84.1,8080,FSPA_SRPA,0,0,12,16229.779935562443,12011.43437927053,Flow
2011-08-10 09:47:20.200,10.972792086402277,tcp,147.32.84.116,40428,->,147.32.84.2,443,FSPA_SRPA,0,0,12,7987.052130856417,4106.923631499755,Flow
2011-08-10 09:47:20.400,18.212304653212826,tcp,147.32.84.117,41154,->,147.32.84.3,80,FSPA_SRPA,0,0,22,31650.02622545023,10666.131248481353,Flow
2011-08-10 09:47:20.600,6.780617484504435,tcp,147.32.84.118,17419,->,147.32.84.4,80,S_,0,0,12,4380.74994613799,2473.7349944504476,Flow
2011-08-10 09:47:20.800,53.51797207437549,udp,147.32.84.119,50370,->,147.32.84.5,80,FSPA_SRPA,0,0,6,6367.522596470823,3971.254653426792,Flow
2011-08-10 09:47:21.000,49.231147968120965,udp,147.32.84.100,3561,->,147.32.84.1,6667,FSPA_SRPA,0,0,14,11332.678097451706,4961.347107036711,Flow
2011-08-10 09:47:21.200,4.3519194248830795,tcp,147.32.84.101,20250,->,147.32.84.2,53,SR_,0,0,4,4817.5729207203885,3373.121013900026,Flow
2011-08-10 09:47:21.400,10.315889176957707,tcp,147.32.84.102,16240,->,147.32.84.3,22,FA_,0,0,8,5836.573174132565,3705.56982007158,Flow
2011-08-10 09:47:21.600,5.369956901185702,tcp,147.32.84.103,19637,->,147.32.84.4,80,SR_,0,0,30,34751.350048978624,21725.521826878776,Flow
2011-08-10 09:47:21.800,5.029745145716226,tcp,147.32.84.104,4033,->,147.32.84.5,80,FSPA_SRPA,0,0,12,16350.186307777902,8345.339083508516,Flow
2011-08-10 09:47:22.000,0.564767166482838,udp,147.32.84.105,25392,->,147.32.84.1,53,FA_,0,0,9,9776.545159784058,7635.0677400025925,Flow
2011-08-10 09:47:22.200,14.108381064738897,tcp,147.32.84.106,30351,->,147.32.84.2,443,FSPA_SRPA,0,0,19,21801.124847654835,9529.153595464524,Flow
2011-08-10 09:47:22.400,10.478794492444576,tcp,147.32.84.107,15233,->,147.32.84.3,80,FSPA_SRPA,0,0,17,2682.2073348012973,1579.425166529742,Flow
2011-08-10 09:47:22.600,0.7937663107058872,tcp,147.32.84.108,49467,->,147.32.84.4,443,FSPA_SRPA,0,0,7,2450.8462753338463,1113.977223382394,Flow
2011-08-10 09:47:22.800,4.900388815155541,udp,147.32.84.109,16053,->,147.32.84.5,80,PA_,0,0,13,18513.664282659218,12448.631861119906,Flow
2011-08-10 09:47:23.000,35.8339142663401,tcp,147.32.84.110,3101,->,147.32.84.1,80,FSPA_SRPA,0,0,11,11348.579630159227,3675.75661921954,Flow
2011-08-10 09:47:23.200,4.108908282131156,tcp,147.32.84.111,14931,->,147.32.84.2,443,PA_,0,0,9,7630.0454534954615,2464.0997850103086,Flow
2011-08-10 09:47:23.400,2.3489629147820463,tcp,147.32.84.112,58021,->,147.32.84.3,80,S_,0,0,3,1728.897051784333,1219.616685339312,Flow
2011-08-10 09:47:23.600,10.085081642104543,udp,147.32.84.113,37659,->,147.32.84.4,6667,FSPA_SRPA,0,0,7,881.7693197940018,455.99296643285317,Flow
2011-08-10 09:47:23.800,63.6615547392289,tcp,147.32.84.114,49944,->,147.32.84.5,80,FSPA_SRPA,0,0,23,13324.215732912446,6270.243045504727,Flow
2011-08-10 09:47:24.000,4.158172203395893,tcp,147.32.84.115,63583,->,147.32.84.1,80,FSPA_SRPA,0,0,4,3041.929484448992,1836.605782657668,Flow
2011-08-10 09:47:24.200,16.7283251544594,tcp,147.32.84.116,5897,->,147.32.84.2,80,FA_,0,0,6,2155.1848506245633,1402.9168714722352,Flow
2011-08-10 09:47:24.400,21.509314393591943,tcp,147.32.84.117,9659,->,147.32.84.3,53,FSPA_SRPA,0,0,5,1528.494803091351,612.3160474407332,Flow
2011-08-10 09:47:24.600,4.070997585037087,tcp,147.32.84.118,34089,->,147.32.84.4,443,FSPA_SRPA,0,0,12,9284.994068341122,3646.362208766368,Flow
2011-08-10 09:47:24.800,19.542233927384743,tcp,147.32.84.119,46887,->,147.32.84.5,443,FSPA_SRPA,0,0,11,9701.145442296563,7557.923512520878,Flow
2011-08-10 09:47:25.000,6.8788419889645604,tcp,147.32.84.100,56032,->,147.32.84.1,80,FA_,0,0,9,3590.3287324882504,2135.642970614112,Flow
2011-08-10 09:47:25.200,15.008556215976569,tcp,147.32.84.101,42828,->,147.32.84.2,80,FSPA_SRPA,0,0,5,4419.978531704367,2188.1467867637098,Flow
2011-08-10 09:47:25.400,15.058567407064574,tcp,147.32.84.102,34807,->,147.32.84.3,443,FSPA_SRPA,0,0,15,19813.118843527736,13883.465424380922,Flow
2011-08-10 09:47:25.600,11.51177874928523,udp,147.32.84.103,35176,->,147.32.84.4,53,FSPA_SRPA,0,0,4,2898.1994727912397,1630.4675505682499,Flow
2011-08-10 09:47:25.800,1.4204373821743141,tcp,147.32.84.104,59765,->,147.32.84.5,8080,FA_,0,0,9,11348.250090693347,4775.70003208328,Flow
2011-08-10 09:47:26.000,27.055671913694457,icmp,147.32.84.105,42537,->,147.32.84.1,80,FSPA_SRPA,0,0,8,10867.7674925481,4383.705864871176,Flow
