Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Src IP,Src Port,port_sequence_entropy,ttl_mean,ttl_std,tcp_window_mean,fragment_flag_count,retransmission_count,Episode_ID,Label
80,6,2026-09-12 00:00:01.000,210314.6832081219,26,10,1986.0411863001746,10276.910870059277,91.66343936770036,61.10895957846691,76.38619947308364,15.277239894616727,1233.2293044071132,822.1528696047422,1027.6910870059278,205.53821740118556,58307.63629672189,171.17207153993783,5842.074533558942,2674.989097474692,13070.374450985179,3230.961341211421,189283.2148873097,5842.074533558942,2674.989097474692,13070.374450985179,3230.961341211421,168251.74656649752,5842.074533558942,2674.989097474692,13070.374450985179,3230.961341211421,0,0,0,0,520,200,102.70324292396269,68.46882861597514,162.7653352000125,607.4910839145756,340.6375571210959,105.50457452061504,11131.21524477601,0,1,0,0,1,0,0,0,0.38461538461538464,340.6375571210959,76.38619947308364,1027.6910870059278,0,0,0,0,0,0,26,1986.0411863001746,10,10276.910870059277,16350,39588,26,20,0,0,0,0,0,0,0,0,192.168.1.11,32428,1.359765342035502,255,4.46633824354988,4863.1211442822805,0,0,0,BENIGN
80,6,2026-09-12 00:00:01.100,13421.585676519231,37,5,53569.73203519126,322.04751645493343,1737.3967146548516,1158.2644764365677,1447.8305955457097,289.56611910914194,77.29140394918403,51.52760263278935,64.40950329098669,12.881900658197338,4015306.451154179,3129.2874785635854,319.5615637266484,90.90620762787235,607.8324198465251,123.07752075331366,12079.427108867309,319.5615637266484,90.90620762787235,607.8324198465251,123.07752075331366,10737.268541215386,319.5615637266484,90.90620762787235,607.8324198465251,123.07752075331366,1,0,0,0,740,100,1877.5724871381512,1251.7149914254342,430.17158539287675,2456.609655477845,1283.1376083725283,320.70608396626756,102852.39229297865,0,0,0,1,1,0,0,0,0.13513513513513514,1283.1376083725283,1447.8305955457097,64.40950329098669,0,0,0,0,0,0,37,53569.73203519126,5,322.04751645493343,11758,62124,37,20,0,0,0,0,0,0,0,0,192.168.1.12,27162,2.077059885841331,64,3.567216226801052,22281.539342851494,0,0,0,BENIGN
8080,6,2026-09-12 00:00:01.200,64066.75111138054,16,9,10507.427958061722,10690.032137659306,788.0570968546291,525.3713979030862,656.7142473788576,131.34284947577154,1425.337618354574,950.2250789030494,1187.7813486288117,237.55626972576235,330865.226158715,390.2180080356706,2562.6700444552216,873.8954513155084,3577.983607707706,1711.5513902361192,57660.07600024249,2562.6700444552216,873.8954513155084,3577.983607707706,1711.5513902361192,51253.400889104436,2562.6700444552216,873.8954513155084,3577.983607707706,1711.5513902361192,1,0,0,0,320,180,234.13080482140236,156.08720321426824,116.66734526362193,1380.5616480756114,847.8984038288411,186.8316292054636,34906.05767156784,0,1,0,1,1,0,0,0,0.5625,847.8984038288411,656.7142473788576,1187.7813486288117,0,0,0,0,0,0,16,10507.427958061722,9,10690.032137659306,57377,45191,16,20,0,0,0,0,0,0,0,0,192.168.1.13,23318,0.284003631348021,128,2.4704118446231798,40855.3630232129,0,0,0,BENIGN
80,6,2026-09-12 00:00:01.300,28553.944343710333,7,7,7981.8829885673795,9020.08384611104,1368.3227980401223,912.2151986934149,1140.2689983667685,228.05379967335372,1546.3000879047497,1030.866725269833,1288.5834065872914,257.71668131745827,595433.2133600133,490.30003811308205,2039.5674531221666,386.7843131344879,4569.124386999935,266.0440095137773,25698.5499093393,2039.5674531221666,386.7843131344879,4569.124386999935,266.0440095137773,22843.15547496827,2039.5674531221666,386.7843131344879,4569.124386999935,266.0440095137773,0,0,0,0,140,140,294.18002286784923,196.12001524523282,124.57839529568547,2280.6003212877135,1214.42620247703,292.3579235450392,85473.155459567,0,0,0,0,1,0,0,0,1.0,1214.42620247703,1140.2689983667685,1288.5834065872914,0,0,0,0,0,0,7,7981.8829885673795,7,9020.08384611104,47769,33094,7,20,0,0,0,0,0,0,0,0,192.168.1.14,34650,2.5182470835480713,64,0.30948326738138077,65014.027828324775,0,0,0,BENIGN
443,6,2026-09-12 00:00:01.400,52853.50926116174,8,5,717.1367099101758,3382.374426081561,107.57050648652637,71.71367099101758,89.64208873877197,17.928417747754395,811.7698622595747,541.1799081730499,676.4748852163123,135.29497704326246,77563.65080197569,245.96285434452258,4065.654558550903,769.0642839035942,9156.290947714297,1754.2681174286884,47568.15833504556,4065.654558550903,769.0642839035942,9156.290947714297,1754.2681174286884,42282.807408929395,4065.654558550903,769.0642839035942,9156.290947714297,1754.2681174286884,0,0,0,0,160,100,147.57771260671353,98.38514173780904,111.57645001728262,519.5689517732868,315.3470104609029,70.28046449616677,4939.343689796958,0,0,0,0,1,0,0,0,0.625,315.3470104609029,89.64208873877197,676.4748852163123,0,0,0,0,0,0,8,717.1367099101758,5,3382.374426081561,7664,55856,8,20,0,0,0,0,0,0,0,0,192.168.1.15,15536,3.4375067037901874,64,1.14877305367223,10550.186815298803,0,0,0,BENIGN
443,17,2026-09-12 00:00:01.500,11473.566184274772,11,7,7809.460295158804,635.3133102273836,851.9411231082331,567.9607487388221,709.9509359235276,141.99018718470552,108.91085318183718,72.60723545455812,90.75904431819765,18.15180886363953,736019.949661359,1568.8234774529044,637.4203435708207,251.0072602119613,893.5257680980302,228.96105056631114,10326.209565847295,637.4203435708207,251.0072602119613,893.5257680980302,228.96105056631114,9178.852947419819,637.4203435708207,251.0072602119613,893.5257680980302,228.96105056631114,0,0,0,0,220,140,941.2940864717426,627.5293909811618,186.69384635224708,919.2486099317601,469.1540891881216,134.71894315921818,18149.19364593666,0,0,0,0,1,0,0,0,0.6363636363636364,469.1540891881216,709.9509359235276,90.75904431819765,0,0,0,0,0,0,11,7809.460295158804,7,635.3133102273836,10742,3353,11,20,0,0,0,0,0,0,0,0,192.168.1.16,6498,2.782353007245745,255,4.783251197438952,53893.94322869202,0,0,0,BENIGN
80,6,2026-09-12 00:00:01.600,31797.79916024931,19,7,27465.980071842336,3061.655681484335,1734.6934782216213,1156.4623188144142,1445.5778985180177,289.11557970360354,524.8552596830289,349.9035064553526,437.37938306919074,87.47587661383815,960054.989953189,817.6666526186132,1222.9922753942042,371.3753773846602,2085.2318081929775,471.651289360721,28618.01924422438,1222.9922753942042,371.3753773846602,2085.2318081929775,471.651289360721,25438.23932819945,1222.9922753942042,371.3753773846602,2085.2318081929775,471.651289360721,0,0,0,0,380,140,490.5999915711679,327.0666610474453,273.6940361039181,1918.4835049096487,1174.1398366664105,186.7981203732601,34893.53777498297,1,0,0,0,1,0,0,0,0.3684210526315789,1174.1398366664105,1445.5778985180177,437.37938306919074,0,0,0,0,0,0,19,27465.980071842336,7,3061.655681484335,19567,63686,19,20,0,0,0,0,0,0,0,0,192.168.1.17,12052,3.215986344526098,128,0.07467412901772608,53624.59006308927,1,0,0,BENIGN
53,17,2026-09-12 00:00:01.700,195843.47382694404,15,7,12851.328709910264,7164.36143734633,1028.106296792821,685.4041978618808,856.755247327351,171.3510494654702,1228.176246402228,818.7841642681519,1023.4802053351899,204.69604106703798,102202.48730342348,112.33460870613526,8901.976083042911,2550.9986087132515,21966.608023554036,2238.149367970756,176259.12644424965,8901.976083042911,2550.9986087132515,21966.608023554036,2238.149367970756,156674.77906155525,8901.976083042911,2550.9986087132515,21966.608023554036,2238.149367970756,0,0,0,0,300,140,67.40076522368115,44.93384348245411,449.84180727572294,1786.4944232526104,909.8040976025725,227.06436441127357,51558.22558549564,0,0,0,0,1,0,0,0,0.4666666666666667,909.8040976025725,856.755247327351,1023.4802053351899,0,0,0,0,0,0,15,12851.328709910264,7,7164.36143734633,42114,24414,15,20,0,0,0,0,0,0,0,0,192.168.1.18,53249,0.9280314197846599,64,2.0952280135422225,53414.387870342274,0,0,0,BENIGN
80,6,2026-09-12 00:00:01.800,10873.488726807022,12,19,14420.743003805042,9414.341835406165,1442.0743003805042,961.3828669203363,1201.7285836504202,240.34571673008406,594.5900106572315,396.3933404381544,495.4916755476929,99.0983351095386,2192036.5614073095,2850.9709053704137,350.7577008647426,100.82099421510291,590.7118276450173,112.83310002770159,9786.139854126319,350.7577008647426,100.82099421510291,590.7118276450173,112.83310002770159,8698.790981445618,350.7577008647426,100.82099421510291,590.7118276450173,112.83310002770159,1,0,0,0,240,380,1710.5825432222482,1140.3883621481655,252.70709215244025,1342.4884694196971,768.8737044906842,245.94373727743263,60488.32190599081,1,0,1,1,1,0,0,0,1.5833333333333333,768.8737044906842,1201.7285836504202,495.4916755476929,0,0,0,0,0,0,12,14420.743003805042,19,9414.341835406165,42877,37781,12,20,0,0,0,0,0,0,0,0,192.168.1.19,2959,2.907456862875368,128,4.70830723130339,54958.774275327436,0,0,0,BENIGN
443,6,2026-09-12 00:00:01.900,50601.23816577351,20,5,24585.938310068268,5857.623528590452,1475.156298604096,983.4375324027308,1229.2969155034134,245.8593831006827,1405.8296468617084,937.2197645744724,1171.5247057180904,234.3049411436181,601636.6978792751,494.0590567783756,2024.0495266309404,225.7027837816939,2749.041313131848,555.4918057646222,45541.11434919616,2024.0495266309404,225.7027837816939,2749.041313131848,555.4918057646222,40480.99053261881,2024.0495266309404,225.7027837816939,2749.041313131848,555.4918057646222,0,0,0,0,400,100,296.4354340670253,197.62362271135024,202.41402334366038,1842.2842233960707,1217.7424735463487,275.60833207422195,75959.95270873459,0,0,0,0,1,0,0,0,0.25,1217.7424735463487,1229.2969155034134,1171.5247057180904,0,0,0,0,0,0,20,24585.938310068268,5,5857.623528590452,39675,44283,20,20,0,0,0,0,0,0,0,0,192.168.1.20,37579,1.7116981033544643,255,3.964940117977652,46432.24068989785,0,0,0,BENIGN
21,6,2026-09-12 00:00:02.000,42863.678387417785,6,5,3329.6505437337046,380.6917267421254,665.9301087467409,443.9534058311606,554.9417572889507,110.98835145779015,91.36601441811008,60.91067627874006,76.13834534842508,15.227669069685016,86561.45272788731,256.6275320698781,3896.698035219799,606.4301646099466,5529.226863856996,390.3540589033753,38577.31054867601,3896.698035219799,606.4301646099466,5529.226863856996,390.3540589033753,34290.94270993423,3896.698035219799,606.4301646099466,5529.226863856996,390.3540589033753,1,0,0,0,120,100,153.97651924192687,102.65101282795125,34.554582691240476,637.5736692893961,337.30384277053,96.0007893894329,9216.15156339425,0,1,0,1,0,0,0,0,0.8333333333333334,337.30384277053,554.9417572889507,76.13834534842508,0,0,0,0,0,0,6,3329.6505437337046,5,380.6917267421254,31234,41694,6,20,0,0,0,0,0,0,0,0,192.168.1.21,19853,2.2142906750504667,128,4.500894057129436,6083.364342703793,0,0,0,BENIGN
443,6,2026-09-12 00:00:02.100,41636.392204952295,9,1,5888.773326209281,1221.8734981385255,785.169776827904,523.4465178852694,654.3081473565867,130.86162947131734,1466.2481977662305,977.4987985108205,1221.8734981385255,244.37469962770513,170779.61004272738,240.1745076945112,4163.63922049523,1947.2636115250446,9236.320819589613,2662.898390407155,37472.75298445707,4163.63922049523,1947.2636115250446,9236.320819589613,2662.898390407155,33309.11376396184,4163.63922049523,1947.2636115250446,9236.320819589613,2662.898390407155,1,0,0,0,180,20,144.1047046167067,96.06980307780448,146.43402893729578,1119.538380730472,711.0646824347807,229.94987365773503,52876.9443952083,0,0,0,1,1,0,0,0,0.1111111111111111,711.0646824347807,654.3081473565867,1221.8734981385255,0,0,0,0,0,0,9,5888.773326209281,1,1221.8734981385255,64211,53598,9,20,0,0,0,0,0,0,0,0,192.168.1.22,58366,0.737096746739931,128,2.6699081955390676,62215.535658094,0,0,0,BENIGN
8080,6,2026-09-12 00:00:02.200,47751.611442059395,7,5,7444.52528664794,7179.677089260123,1276.2043348539326,850.8028899026218,1063.5036123782772,212.70072247565545,1723.1225014224294,1148.7483342816197,1435.9354178520246,287.1870835704049,306255.68298679724,251.30041976825217,3979.3009535049496,468.62558013914276,9558.971236871581,2081.535701547456,42976.45029785346,3979.3009535049496,468.62558013914276,9558.971236871581,2081.535701547456,38201.289153647514,3979.3009535049496,468.62558013914276,9558.971236871581,2081.535701547456,0,0,0,0,140,100,150.7802518609513,100.52016790730087,296.10237551122725,2429.5621268774753,1218.6835313256718,357.6368413629216,127904.11030004754,0,1,0,0,1,0,0,0,0.7142857142857143,1218.6835313256718,1063.5036123782772,1435.9354178520246,0,0,0,0,0,0,7,7444.52528664794,5,7179.677089260123,31028,42991,7,20,0,0,0,0,0,0,0,0,192.168.1.23,51315,2.821815121920787,128,4.121884458826669,48909.90433469419,0,0,0,BENIGN
80,6,2026-09-12 00:00:02.300,34891.65874900475,7,4,5388.65080957765,3354.595174998899,923.7687102133114,615.8458068088744,769.8072585110929,153.9614517022186,1006.3785524996697,670.9190349997798,838.6487937497247,167.72975874994495,250582.69792994406,315.26159530359854,3171.9689771822505,1237.6600964675208,6086.590573972142,2010.2470934413395,31402.49287410428,3171.9689771822505,1237.6600964675208,6086.590573972142,2010.2470934413395,27913.326999203804,3171.9689771822505,1237.6600964675208,6086.590573972142,2010.2470934413395,1,0,0,0,140,80,189.15695718215912,126.10463812143942,308.11754958971875,1570.4755916451604,794.8405440524134,107.02812939068197,11455.020480868561,1,1,0,1,1,0,0,0,0.5714285714285714,794.8405440524134,769.8072585110929,838.6487937497247,0,0,0,0,0,0,7,5388.65080957765,4,3354.595174998899,41970,10731,7,20,0,0,0,0,0,0,0,0,192.168.1.24,19847,3.0130191833387205,128,2.152040428008392,25805.697243899092,0,0,0,BENIGN
443,17,2026-09-12 00:00:02.400,863.7856984511583,22,5,4468.473551224295,2186.8490341455654,243.7349209758706,162.4899473172471,203.11243414655885,40.622486829311775,524.8437681949357,349.89584546329047,437.3698068291131,87.47396136582262,7704830.720517165,31257.752991758618,31.992062905598456,13.28549022787844,50.28379728873884,21.3062650306224,777.4071286060424,31.992062905598456,13.28549022787844,50.28379728873884,21.3062650306224,691.0285587609267,31.992062905598456,13.28549022787844,50.28379728873884,21.3062650306224,0,0,0,0,440,100,18754.65179505517,12503.101196703448,119.13295014253873,394.73303423652067,246.4934290877726,44.84381778861678,2010.967993858663,0,1,0,0,1,0,0,0,0.22727272727272727,246.4934290877726,203.11243414655885,437.3698068291131,0,0,0,0,0,0,22,4468.473551224295,5,2186.8490341455654,65035,54907,22,20,0,0,0,0,0,0,0,0,192.168.1.25,65012,1.4008507197874942,128,1.280108710853639,13439.955953354613,0,0,0,BENIGN
80,6,2026-09-12 00:00:02.500,115187.68382754334,5,3,2803.9067226254865,376.9727279800543,672.9376134301168,448.6250756200779,560.7813445250973,112.15626890501947,150.78909119202171,100.52606079468114,125.65757599335143,25.131515198670286,27614.753113430852,69.45186962850505,14398.460478442918,5791.7105756313995,35695.87567169796,8469.394418009313,103668.915444789,14398.460478442918,5791.7105756313995,35695.87567169796,8469.394418009313,92150.14706203468,14398.460478442918,5791.7105756313995,35695.87567169796,8469.394418009313,1,0,0,0,100,60,41.67112177710303,27.780747851402023,153.74566127241658,679.6358207965227,397.6099313256926,121.32458270638351,14719.654368878093,0,0,0,1,1,0,0,0,0.6,397.6099313256926,560.7813445250973,125.65757599335143,0,0,0,0,0,0,5,2803.9067226254865,3,376.9727279800543,7040,64815,5,20,0,0,0,0,0,0,0,0,192.168.1.26,10777,1.5004098863896633,255,0.5564274746670739,3620.9651091921064,0,0,0,BENIGN
